24.973469,3.3725731,-2.9069242,8.815753,9.77605
22.85518,4.097313,-2.273273,8.873988,9.763715
21.867249,3.9932346,-1.1120597,10.178841,7.2207274
23.427013,4.732387,-0.81261015,10.024812,6.758439
23.86339,5.344006,-2.4204273,8.0684395,4.9504013
24.96113,5.6749654,-1.9864825,6.1081495,5.880897
24.82779,4.523524,-1.6053089,3.2395465,11.195373
24.80512,2.8750427,-0.892022,4.91786,10.448252
25.243462,1.0735873,-0.21198104,8.9625225,8.653408
22.64387,-0.19991961,-1.096947,8.342774,9.665992
18.989897,-0.07576103,-0.94925797,5.2529964,10.874085
15.428482,-0.9495441,-0.12756757,3.2636628,13.259413
13.735771,-0.46778613,0.6683649,3.612575,13.722308
10.126104,1.5212018,-0.39321563,1.9858339,15.485194
11.298238,1.5810634,-1.0732975,3.9547698,15.766291
12.280436,-0.18858688,-0.6133073,3.9339411,16.31884
9.808873,1.1025424,-0.8577605,3.3307757,15.379819
10.86348,1.216566,-0.97379285,4.9171166,14.031544
12.0248995,0.9333071,0.06764064,7.186305,11.538161
10.61808,0.89305395,0.203568,8.672987,7.5644956
11.303119,-0.13526051,0.7457492,12.554679,7.399237
9.20977,0.3483538,1.2104924,13.484978,7.118399
11.22655,1.6983557,-0.103454016,12.900706,6.4877357
16.768827,0.7750396,0.6556302,14.556061,5.3129497
19.693197,1.5899916,0.47805926,16.915016,6.287198
21.445503,2.2812037,-1.227053,16.932602,4.536093
25.738787,1.6566478,-0.74459684,16.804024,4.74544
27.524569,2.7345145,-0.3592332,18.166418,4.4160686
31.570532,1.4288939,0.071868934,18.491228,4.0746727
32.85775,1.9828478,-0.45903507,17.684992,0.8542281
31.761446,1.8427358,0.61779875,20.418242,0.18413992
28.557238,1.791708,-0.28501907,19.43372,-0.20559207
25.647537,2.2219446,-0.6238994,18.51596,1.520317
27.812454,2.3913405,0.5840653,21.111277,2.97286
29.239456,0.3505538,0.96054673,23.741629,2.808276
28.452915,-0.6164191,1.0006944,23.311176,1.670725
26.598799,-1.1737317,2.528944,22.318913,2.7584772
23.68824,-0.77503276,1.7894126,19.216793,3.2390692
24.065567,0.5600201,-0.41555145,11.992298,3.526428
26.389511,1.906833,-0.11454722,11.872089,3.010557
28.630762,2.5972075,-0.49240577,12.513805,4.577611
29.263672,2.6529057,-0.73793924,14.9042425,3.339395
31.718996,1.5520613,-1.4899732,14.559429,2.6090214
32.159042,2.823001,-2.221278,13.129749,2.0072715
33.977467,2.7643373,-2.4115765,11.268521,1.336767
35.814404,1.3734523,-1.5373967,11.4005375,1.4906855
33.49594,0.87881595,-2.4057276,8.992486,2.7630725
32.67167,2.3211129,-1.4314677,8.633088,1.6824499
33.736496,3.6907918,-1.6891297,9.538448,2.204317
36.117443,2.416724,-1.1984468,11.652577,3.626839
37.571747,4.441417,0.54630566,16.592888,1.99347
37.853043,4.8648424,-0.03700573,17.876911,0.87382483
37.08894,4.860041,0.17994644,18.473898,-0.43280396
33.09092,3.1185653,0.008478698,17.98466,-0.7080883
29.489916,5.046823,0.99821657,21.000488,0.28524777
27.842049,4.3842335,-0.70741844,19.488571,1.1302285
27.840939,3.1556149,-0.17068523,19.556425,1.244632
29.75917,2.4907193,-0.6306263,21.660803,1.6743147
32.11346,2.2876987,-1.8568275,18.98085,1.5886269
29.833714,1.2397351,-2.4152803,16.198454,2.982304
32.004574,2.0057662,-2.4687786,13.011241,2.6161044
33.34366,1.8873994,-1.8137627,11.968807,3.427355
34.904625,0.17759818,-1.1780316,12.579997,2.6888547
33.487,-0.33172318,-0.13591766,12.362136,2.704503
28.386913,-1.0000739,-0.99109864,9.37944,3.181043
24.24692,-1.2078555,-0.87315947,4.9507775,3.0900536
21.452686,-1.115932,-0.5637075,1.0857184,6.008201
17.050165,-0.30528912,0.29349747,0.56957674,5.9509206
16.132479,-0.13887274,-0.77415884,0.48937082,6.284406
14.658205,0.1020525,-0.76591724,-1.3314053,1.302581
13.412758,-0.26697224,-2.1069534,-2.5171678,-2.0195959
8.316447,0.8765974,-1.9814607,-5.2683015,-3.398279
6.4251685,1.3479357,-2.706242,-4.6458864,-5.980856
6.9661794,5.099415,-3.0133982,-2.4516582,-7.5982566
7.591712,4.8168974,-2.140865,-0.3668646,-8.216975
9.07038,5.0633717,-1.8697593,2.2749364,-2.9145145
7.6031265,6.0475492,-2.2232718,4.107835,1.3298157
11.863116,4.9367313,-0.50589323,5.868708,3.806158
17.90574,3.4192924,0.52139235,9.987447,5.722951
20.867184,2.0197787,0.36905646,14.717168,4.724957
22.461922,1.8859558,-0.39102888,14.755418,5.6891246
23.50352,1.6156757,0.2661354,17.063065,3.7623956
26.680397,1.9060696,-0.25238487,18.462934,4.245086
29.51546,3.0428865,-0.37332523,17.99172,3.7146773
34.194523,1.6778456,0.21292856,18.591753,3.194233
35.023533,1.3568156,-0.06318483,17.042124,3.750614
35.250965,1.8847798,-2.2961051,13.644169,3.6143074
35.741337,-0.6036453,-1.7181417,10.17627,2.5392592
31.480799,-0.60952437,-0.19274433,7.190324,1.2727371
27.917238,-0.5434014,0.17641348,5.3948565,4.2254763
25.877354,-0.6398251,-0.5004384,3.9908245,8.238344
20.59434,0.17207085,1.2002712,5.6663475,8.695241
16.936161,1.6347775,-0.287696,3.898271,10.233926
17.1953,1.1692647,1.3295037,8.309432,10.551648
16.429935,3.5310214,0.65752673,11.83671,7.94243
19.663101,2.5222185,-0.8732301,13.407599,7.1212897
22.275833,2.3571754,-0.09521961,16.558407,4.725999
24.263206,2.5029685,0.6907836,19.738781,4.142185
28.550491,0.8773405,0.9144336,23.016954,2.414696
28.364952,1.5597644,1.3348279,25.454378,2.3442008
29.949352,1.6688547,2.1704147,26.460722,0.3956034
29.651096,1.8914553,2.1472702,29.358664,-2.1458988
23.250273,2.9508185,2.9173505,31.598858,-0.8443899
21.749504,2.806321,2.8125696,33.61337,0.7261742
22.269457,3.752393,3.0350547,35.28672,1.2859393
22.753855,2.0641253,1.9957604,37.68259,0.7506576
24.785458,1.7976335,1.113861,35.199577,1.5663915
26.486553,3.0929868,-0.090336695,32.90849,1.4720181
27.642801,2.7938445,0.6525604,33.64665,3.963701
28.72369,1.4142333,-0.040937744,33.620594,3.5448375
29.719126,0.37546057,-0.34756747,29.924427,0.5207287
27.69056,-0.05697138,-0.54319173,24.193245,0.40980574
24.05375,-0.9579685,-0.632039,17.67367,0.8713834
19.51807,0.12897375,-2.882389,9.903427,2.9675934
19.821379,-2.3118823,-3.4822104,4.575366,6.3377924
14.92461,-2.270884,-2.3551173,-2.186264,3.2461236
11.516257,-2.8069232,-3.649687,-7.998399,0.06518646
7.702214,-3.1884112,-1.705636,-11.4788265,1.0564165
5.6273494,-1.9269776,-0.90873873,-12.941404,0.894829
5.014734,-0.06608778,-1.260164,-12.515691,1.8758425
7.262556,3.6770961,-1.128569,-6.9827185,-0.4718157
10.272185,3.591597,-1.0219104,-1.4673208,-2.3269677
